id,typ,upplåtelseform,pris,avgift,rum,boyta,kvadratmeterpris,område,stad,adress,lat,lon,tillgänglig,created_at,valuta,boyta_enhet,pris_per_kvm
549,hus,köpa,1646541,2458,2,38,43330,Limhamn,Malmö,Strandvägen 52,55.59591,12.92102,True,2025-04-23,SEK,m²,43330.0
550,lägenhet,hyra,3723,0,1,24,0,Hyllie,Malmö,Storgatan 120,55.55948,12.97098,True,2025-05-08,SEK,m²,155.0
551,hus,köpa,2336939,3213,2,54,43276,Västra Hamnen,Malmö,Bergsgatan 44,55.61061,12.96938,True,2025-09-16,SEK,m²,43277.0
552,hus,köpa,9329234,3694,6,132,70676,Centrum,Göteborg,Strandvägen 101,57.70494,11.97808,True,2026-01-05,SEK,m²,70676.0
553,hus,köpa,1746813,3944,1,19,91937,Sundbyberg,Stockholm,Kungsgatan 23,59.36354,17.98085,False,2026-02-09,SEK,m²,91938.0
554,hus,köpa,2313516,3848,2,44,52579,Majorna,Göteborg,Skolvägen 5,57.70608,11.9403,True,2025-06-18,SEK,m²,52580.0
555,lägenhet,hyra,6698,0,2,48,0,Hisingen,Göteborg,Drottninggatan 57,57.72812,11.90404,True,2025-09-22,SEK,m²,140.0
556,hus,köpa,2416944,2110,3,72,33568,Västra Hamnen,Malmö,Björkgatan 35,55.60896,12.97098,True,2025-07-17,SEK,m²,33569.0
557,hus,köpa,3670930,3741,4,80,45886,Limhamn,Malmö,Drottninggatan 71,55.58645,12.93718,True,2025-07-09,SEK,m²,45887.0
558,hus,köpa,896707,4448,1,24,37362,Limhamn,Malmö,Storgatan 71,55.58331,12.9271,True,2025-10-08,SEK,m²,37363.0
559,hus,hyra,3186,0,1,24,0,Västra Hamnen,Malmö,Lindvägen 107,55.62109,12.96861,False,2025-07-23,SEK,m²,133.0
560,lägenhet,köpa,1334683,1829,1,25,53387,Majorna,Göteborg,Skolvägen 92,57.69939,11.93065,True,2025-11-29,SEK,m²,53387.0
561,lägenhet,hyra,13560,0,4,100,0,Sundbyberg,Stockholm,Kyrkogatan 107,59.36406,17.97395,True,2025-08-09,SEK,m²,136.0
562,hus,köpa,5527590,4373,3,75,73701,Hisingen,Göteborg,Bergsgatan 76,57.72977,11.90608,True,2025-08-25,SEK,m²,73701.0
563,hus,köpa,14962235,2891,6,120,124685,Farsta,Stockholm,Kungsgatan 24,59.24632,18.09211,True,2025-06-28,SEK,m²,124685.0
564,hus,köpa,4260375,3710,2,36,118343,Sundbyberg,Stockholm,Parkvägen 77,59.36008,17.96893,False,2025-09-19,SEK,m²,118344.0
565,hus,hyra,13916,0,6,108,0,Linnéstaden,Göteborg,Parkvägen 115,57.70175,11.94333,True,2025-09-10,SEK,m²,129.0
566,lägenhet,hyra,4526,0,1,26,0,Linnéstaden,Göteborg,Drottninggatan 12,57.70647,11.95863,False,2026-01-11,SEK,m²,174.0
567,hus,köpa,2529346,4201,3,63,40148,Rosengård,Malmö,Sveavägen 70,55.58209,13.03072,True,2025-11-30,SEK,m²,40148.0
568,hus,köpa,5342322,3776,5,135,39572,Rosengård,Malmö,Skolvägen 111,55.59525,13.03829,True,2025-10-29,SEK,m²,39573.0
569,hus,köpa,11064668,2187,5,125,88517,Bromma,Stockholm,Kungsgatan 50,59.33437,17.93512,True,2025-12-26,SEK,m²,88517.0
570,hus,köpa,3198652,1783,2,56,57118,Hisingen,Göteborg,Strandvägen 66,57.72728,11.90735,False,2025-09-30,SEK,m²,57119.0
571,lägenhet,köpa,11321993,9096,5,130,87092,Nacka,Stockholm,Björkgatan 65,59.31481,18.15612,False,2025-10-10,SEK,m²,87092.0
572,lägenhet,köpa,12028537,4384,4,96,125297,Farsta,Stockholm,Sveavägen 74,59.23313,18.09909,True,2025-04-27,SEK,m²,125297.0
573,hus,köpa,13405416,2371,6,114,117591,Vasastan,Stockholm,Hornsgatan 99,59.34283,18.04405,False,2025-11-29,SEK,m²,117591.0
574,lägenhet,hyra,20983,0,5,140,0,Linnéstaden,Göteborg,Hornsgatan 50,57.69297,11.96026,True,2025-09-07,SEK,m²,150.0
575,hus,köpa,6205666,2507,6,168,36938,Limhamn,Malmö,Drottninggatan 35,55.58717,12.9377,True,2026-01-08,SEK,m²,36938.0
576,hus,köpa,5503817,2591,3,84,65521,Linnéstaden,Göteborg,Sveavägen 87,57.6994,11.95312,False,2025-06-02,SEK,m²,65522.0
577,lägenhet,köpa,8114592,5937,4,108,75135,Hisingen,Göteborg,Sveavägen 76,57.72575,11.90222,True,2025-05-27,SEK,m²,75135.0
578,lägenhet,köpa,3699300,3617,3,84,44039,Hyllie,Malmö,Sveavägen 118,55.56118,12.98161,True,2026-01-31,SEK,m²,44039.0
579,lägenhet,köpa,7243389,4077,5,95,76246,Linnéstaden,Göteborg,Skolvägen 116,57.70507,11.96187,True,2025-08-18,SEK,m²,76246.0
580,hus,köpa,11413966,1684,6,132,86469,Bromma,Stockholm,Björkgatan 87,59.3407,17.93226,True,2025-08-28,SEK,m²,86469.0
581,lägenhet,köpa,2144317,1604,1,27,79419,Lidingö,Stockholm,Storgatan 81,59.37045,18.15773,False,2026-02-25,SEK,m²,79419.0
582,hus,köpa,11731296,3386,6,108,108623,Vasastan,Stockholm,Kungsgatan 102,59.34189,18.05318,True,2025-04-18,SEK,m²,108623.0
583,hus,köpa,3312498,2300,3,75,44166,Västra Hamnen,Malmö,Björkgatan 9,55.62049,12.97205,True,2025-09-15,SEK,m²,44167.0
584,hus,köpa,5051255,1934,3,57,88618,Sundbyberg,Stockholm,Storgatan 44,59.3535,17.97885,False,2026-02-25,SEK,m²,88619.0
585,hus,köpa,6441376,4217,3,54,119284,Lidingö,Stockholm,Lindvägen 16,59.36922,18.15465,True,2025-05-21,SEK,m²,119285.0
586,hus,köpa,2688862,3575,3,57,47173,Linnéstaden,Göteborg,Drottninggatan 95,57.68941,11.95233,False,2025-11-26,SEK,m²,47173.0
587,lägenhet,köpa,12429968,7610,6,150,82866,Kungsholmen,Stockholm,Drottninggatan 62,59.3303,18.0343,False,2025-12-10,SEK,m²,82866.0
588,lägenhet,köpa,7388186,5137,4,100,73881,Centrum,Göteborg,Kungsgatan 99,57.70526,11.96726,True,2025-11-13,SEK,m²,73882.0
589,lägenhet,köpa,1382936,2072,1,27,51219,Hisingen,Göteborg,Kyrkogatan 100,57.72099,11.89439,True,2026-04-04,SEK,m²,51220.0
590,hus,köpa,843099,3505,1,18,46838,Centrum,Göteborg,Drottninggatan 117,57.70547,11.98028,True,2026-03-08,SEK,m²,46839.0
591,lägenhet,köpa,1326558,1856,1,28,47377,Linnéstaden,Göteborg,Parkvägen 94,57.69722,11.95985,False,2025-09-14,SEK,m²,47377.0
592,lägenhet,köpa,1645427,2138,2,40,41135,Rosengård,Malmö,Lindvägen 103,55.58814,13.03183,True,2026-01-14,SEK,m²,41136.0
593,hus,köpa,7386129,2680,6,150,49240,Limhamn,Malmö,Lindvägen 97,55.58446,12.92715,True,2026-02-16,SEK,m²,49241.0
594,hus,hyra,12428,0,5,90,0,Vasastan,Stockholm,Drottninggatan 82,59.34668,18.04011,True,2025-06-10,SEK,m²,138.0
595,lägenhet,köpa,2116943,1597,2,38,55709,Centrum,Göteborg,Kyrkogatan 57,57.70435,11.97678,True,2025-06-29,SEK,m²,55709.0
596,lägenhet,hyra,9286,0,3,60,0,Bromma,Stockholm,Bergsgatan 49,59.3334,17.9308,True,2025-07-30,SEK,m²,155.0
597,lägenhet,köpa,3979554,3244,3,57,69816,Hisingen,Göteborg,Parkvägen 69,57.73937,11.90078,True,2026-04-05,SEK,m²,69817.0
598,lägenhet,köpa,6384656,5844,4,80,79808,Nacka,Stockholm,Skolvägen 56,59.30839,18.15741,True,2025-04-09,SEK,m²,79808.0
599,lägenhet,köpa,2803720,1247,1,22,127441,Sundbyberg,Stockholm,Bergsgatan 28,59.36297,17.96479,True,2025-11-06,SEK,m²,127442.0
600,hus,köpa,7269205,2234,5,135,53845,Hisingen,Göteborg,Björkgatan 116,57.73147,11.89581,True,2026-02-04,SEK,m²,53846.0
601,hus,köpa,5496799,3955,2,48,114516,Södermalm,Stockholm,Drottninggatan 25,59.31442,18.06371,False,2025-04-09,SEK,m²,114517.0
602,lägenhet,köpa,8646656,8545,6,114,75847,Centrum,Göteborg,Parkvägen 15,57.69903,11.97563,True,2025-07-18,SEK,m²,75848.0
603,lägenhet,hyra,8760,0,2,50,0,Spånga,Stockholm,Bergsgatan 2,59.38409,17.9019,True,2026-04-01,SEK,m²,175.0
604,lägenhet,köpa,3459973,4258,2,56,61785,Hisingen,Göteborg,Skolvägen 106,57.73941,11.89123,True,2026-01-27,SEK,m²,61785.0
605,lägenhet,hyra,7478,0,2,50,0,Linnéstaden,Göteborg,Björkgatan 91,57.69579,11.95379,True,2025-12-09,SEK,m²,150.0
606,lägenhet,köpa,9371032,5317,3,78,120141,Södermalm,Stockholm,Drottninggatan 97,59.32473,18.06845,True,2025-11-03,SEK,m²,120141.0
607,hus,köpa,9022089,4496,6,138,65377,Majorna,Göteborg,Parkvägen 54,57.7047,11.92988,True,2025-09-07,SEK,m²,65377.0
608,lägenhet,köpa,3732635,6675,5,90,41473,Västra Hamnen,Malmö,Lindvägen 109,55.61016,12.97956,True,2025-10-24,SEK,m²,41474.0
609,hus,köpa,6033990,2009,5,125,48271,Limhamn,Malmö,Lindvägen 98,55.59043,12.93484,True,2025-08-26,SEK,m²,48272.0
610,hus,köpa,5975818,3379,5,135,44265,Hyllie,Malmö,Lindvägen 11,55.55498,12.96731,True,2026-02-03,SEK,m²,44265.0
611,hus,köpa,3146604,2715,1,25,125864,Vasastan,Stockholm,Sveavägen 45,59.34127,18.04845,True,2025-08-03,SEK,m²,125864.0
612,lägenhet,hyra,19167,0,6,138,0,Linnéstaden,Göteborg,Lindvägen 78,57.69527,11.9432,True,2025-08-04,SEK,m²,139.0
613,hus,köpa,8524899,1821,6,114,74779,Centrum,Göteborg,Hornsgatan 76,57.71442,11.98266,True,2025-09-20,SEK,m²,74780.0
614,lägenhet,köpa,1231190,1463,1,27,45599,Hyllie,Malmö,Lindvägen 37,55.55272,12.98083,True,2026-03-27,SEK,m²,45600.0
615,hus,hyra,17466,0,6,144,0,Farsta,Stockholm,Strandvägen 18,59.24433,18.09615,False,2025-07-16,SEK,m²,121.0
616,hus,köpa,3775858,2259,5,115,32833,Västra Hamnen,Malmö,Storgatan 73,55.61685,12.98042,True,2025-04-29,SEK,m²,32834.0
617,lägenhet,köpa,1106904,1282,1,25,44276,Limhamn,Malmö,Strandvägen 12,55.58073,12.92593,False,2026-01-02,SEK,m²,44276.0
618,hus,hyra,13842,0,5,90,0,Hyllie,Malmö,Bergsgatan 104,55.56925,12.97086,True,2025-10-21,SEK,m²,154.0
619,lägenhet,hyra,2920,0,1,23,0,Hägersten,Stockholm,Lindvägen 73,59.29555,18.00083,False,2026-01-18,SEK,m²,127.0
620,lägenhet,köpa,6612277,7279,4,100,66122,Hisingen,Göteborg,Bergsgatan 33,57.72019,11.90806,True,2026-03-30,SEK,m²,66123.0
621,hus,köpa,1961542,2771,2,38,51619,Rosengård,Malmö,Björkgatan 107,55.58301,13.03294,True,2025-06-22,SEK,m²,51620.0
622,hus,köpa,5497688,2379,3,57,96450,Bromma,Stockholm,Bergsgatan 11,59.32799,17.94094,True,2025-05-03,SEK,m²,96451.0
623,hus,köpa,8769010,4446,6,168,52196,Hyllie,Malmö,Kyrkogatan 80,55.56487,12.96623,True,2026-01-31,SEK,m²,52196.0
624,hus,köpa,4080682,4083,3,75,54409,Centrum,Göteborg,Storgatan 108,57.71446,11.9677,True,2025-04-15,SEK,m²,54409.0
625,hus,köpa,4998864,4285,3,75,66651,Linnéstaden,Göteborg,Drottninggatan 91,57.70635,11.95622,True,2025-11-07,SEK,m²,66652.0
626,hus,köpa,2504772,4106,2,50,50095,Limhamn,Malmö,Storgatan 21,55.58201,12.9312,True,2025-12-28,SEK,m²,50095.0
627,lägenhet,köpa,12349286,4782,4,100,123492,Sundbyberg,Stockholm,Lindvägen 79,59.36118,17.9783,False,2025-12-07,SEK,m²,123493.0
628,lägenhet,köpa,11246180,8597,5,120,93718,Vasastan,Stockholm,Sveavägen 67,59.34135,18.05128,False,2025-12-03,SEK,m²,93718.0
629,lägenhet,köpa,2463885,1586,1,26,94764,Östermalm,Stockholm,Hornsgatan 75,59.33562,18.07464,True,2025-07-09,SEK,m²,94765.0
630,hus,köpa,5001416,3360,4,92,54363,Linnéstaden,Göteborg,Sveavägen 99,57.68707,11.95299,False,2025-09-17,SEK,m²,54363.0
631,hus,köpa,5895150,4267,2,50,117903,Bromma,Stockholm,Lindvägen 16,59.32885,17.94906,True,2025-11-09,SEK,m²,117903.0
632,lägenhet,hyra,16095,0,4,104,0,Majorna,Göteborg,Strandvägen 19,57.70859,11.93376,True,2025-09-12,SEK,m²,155.0
633,hus,köpa,10868659,1961,6,156,69670,Linnéstaden,Göteborg,Bergsgatan 8,57.69672,11.94241,True,2026-02-02,SEK,m²,69671.0
634,lägenhet,köpa,1977444,2840,2,38,52038,Rosengård,Malmö,Parkvägen 27,55.58669,13.0369,True,2026-01-30,SEK,m²,52038.0
635,hus,köpa,18384751,2917,6,150,122565,Kungsholmen,Stockholm,Lindvägen 65,59.32529,18.03669,True,2026-04-02,SEK,m²,122565.0
636,lägenhet,hyra,10993,0,3,63,0,Majorna,Göteborg,Parkvägen 105,57.70227,11.93078,True,2025-10-13,SEK,m²,174.0
637,hus,köpa,12169156,1574,5,125,97353,Östermalm,Stockholm,Kyrkogatan 107,59.3345,18.07668,False,2026-01-05,SEK,m²,97353.0
638,hus,köpa,4795410,2572,6,138,34749,Hyllie,Malmö,Drottninggatan 112,55.55221,12.97806,True,2025-05-11,SEK,m²,34749.0
639,lägenhet,hyra,23623,0,6,132,0,Hyllie,Malmö,Kungsgatan 101,55.56651,12.96895,False,2025-10-02,SEK,m²,179.0
640,hus,köpa,3018714,4125,3,72,41926,Västra Hamnen,Malmö,Skolvägen 26,55.62111,12.98134,True,2025-08-08,SEK,m²,41927.0
641,lägenhet,köpa,6390488,5832,5,135,47336,Hisingen,Göteborg,Parkvägen 46,57.73977,11.90605,True,2025-11-10,SEK,m²,47337.0
642,lägenhet,köpa,7188546,6113,4,88,81688,Solna,Stockholm,Storgatan 39,59.36962,17.9922,True,2026-04-02,SEK,m²,81688.0
643,hus,köpa,7318277,1863,6,108,67761,Majorna,Göteborg,Lindvägen 42,57.69469,11.92814,True,2026-03-15,SEK,m²,67762.0
644,hus,hyra,20123,0,6,150,0,Majorna,Göteborg,Kyrkogatan 4,57.70695,11.92989,True,2025-07-26,SEK,m²,134.0
645,lägenhet,köpa,5052129,5544,4,96,52626,Västra Hamnen,Malmö,Sveavägen 65,55.61182,12.97179,True,2025-05-31,SEK,m²,52626.0
646,hus,köpa,5010254,3129,5,95,52739,Hyllie,Malmö,Kyrkogatan 71,55.55386,12.97533,True,2026-01-28,SEK,m²,52740.0
647,hus,köpa,1004133,4433,1,19,52849,Majorna,Göteborg,Storgatan 94,57.69114,11.93066,True,2025-09-07,SEK,m²,52849.0
648,hus,köpa,3385581,3401,1,26,130214,Hägersten,Stockholm,Parkvägen 26,59.29922,18.00509,False,2025-11-27,SEK,m²,130215.0
649,lägenhet,köpa,6016381,5952,5,125,48131,Centrum,Göteborg,Parkvägen 109,57.70464,11.973,False,2025-12-26,SEK,m²,48131.0
650,lägenhet,hyra,6317,0,2,46,0,Centrum,Göteborg,Strandvägen 4,57.70317,11.97296,True,2025-06-10,SEK,m²,137.0
651,lägenhet,köpa,8132451,4051,4,80,101655,Lidingö,Stockholm,Lindvägen 55,59.37533,18.14095,True,2026-02-05,SEK,m²,101656.0
652,lägenhet,hyra,14536,0,4,92,0,Hyllie,Malmö,Lindvägen 100,55.55883,12.96544,True,2026-01-20,SEK,m²,158.0
653,hus,hyra,15581,0,4,104,0,Kungsholmen,Stockholm,Hornsgatan 36,59.33322,18.03272,False,2025-07-03,SEK,m²,150.0
654,hus,hyra,16081,0,6,126,0,Rosengård,Malmö,Drottninggatan 107,55.59208,13.03169,False,2025-06-13,SEK,m²,128.0
655,hus,hyra,3478,0,1,20,0,Linnéstaden,Göteborg,Drottninggatan 117,57.70016,11.94211,True,2025-07-22,SEK,m²,174.0
656,lägenhet,hyra,15138,0,5,110,0,Limhamn,Malmö,Skolvägen 76,55.59308,12.92937,True,2025-08-17,SEK,m²,138.0
657,hus,köpa,3675935,3214,4,104,35345,Hyllie,Malmö,Björkgatan 9,55.57184,12.98223,True,2025-06-14,SEK,m²,35346.0
658,lägenhet,hyra,9338,0,3,63,0,Linnéstaden,Göteborg,Skolvägen 81,57.69456,11.95399,True,2026-01-19,SEK,m²,148.0
659,lägenhet,köpa,4625777,4657,3,63,73425,Linnéstaden,Göteborg,Parkvägen 7,57.70357,11.94837,True,2026-04-03,SEK,m²,73425.0
660,hus,köpa,1335836,2258,2,38,35153,Västra Hamnen,Malmö,Kyrkogatan 53,55.60995,12.97421,True,2025-09-17,SEK,m²,35154.0
661,lägenhet,köpa,4226354,3404,3,78,54184,Hisingen,Göteborg,Kyrkogatan 23,57.72029,11.90943,True,2025-09-19,SEK,m²,54184.0
662,lägenhet,köpa,13790052,8209,5,120,114917,Kungsholmen,Stockholm,Kyrkogatan 28,59.33719,18.02204,True,2025-10-10,SEK,m²,114917.0
663,lägenhet,hyra,24887,0,6,156,0,Centrum,Göteborg,Drottninggatan 81,57.70059,11.972,True,2025-04-09,SEK,m²,160.0
664,hus,köpa,921705,4222,1,21,43890,Rosengård,Malmö,Parkvägen 25,55.59278,13.02573,True,2026-01-09,SEK,m²,43891.0
665,lägenhet,köpa,9023369,10722,6,156,57842,Hisingen,Göteborg,Björkgatan 75,57.72676,11.89214,True,2025-09-06,SEK,m²,57842.0
666,hus,köpa,6983476,2432,3,54,129323,Sundbyberg,Stockholm,Strandvägen 70,59.36308,17.97214,False,2025-11-20,SEK,m²,129324.0
667,hus,hyra,11521,0,5,95,0,Hyllie,Malmö,Drottninggatan 51,55.56745,12.9652,True,2026-03-21,SEK,m²,121.0
668,hus,köpa,2929447,4123,4,96,30515,Västra Hamnen,Malmö,Parkvägen 103,55.60985,12.97029,True,2025-08-13,SEK,m²,30515.0
669,lägenhet,köpa,4681491,4596,3,69,67847,Majorna,Göteborg,Sveavägen 70,57.69818,11.9241,True,2025-09-12,SEK,m²,67848.0
670,lägenhet,hyra,9351,0,3,72,0,Sundbyberg,Stockholm,Sveavägen 55,59.36114,17.96523,False,2025-04-29,SEK,m²,130.0
671,hus,köpa,5039953,4074,3,81,62221,Hisingen,Göteborg,Lindvägen 46,57.72239,11.89806,True,2025-08-23,SEK,m²,62222.0
672,lägenhet,köpa,3434855,5829,4,84,40891,Rosengård,Malmö,Strandvägen 13,55.59691,13.03643,True,2026-01-18,SEK,m²,40891.0
673,hus,köpa,3977385,1529,3,63,63133,Majorna,Göteborg,Storgatan 16,57.707,11.92449,True,2026-02-13,SEK,m²,63133.0
674,lägenhet,köpa,5630349,6157,3,84,67027,Hisingen,Göteborg,Parkvägen 97,57.73995,11.89251,True,2025-04-19,SEK,m²,67028.0
675,hus,köpa,2043936,2145,1,22,92906,Nacka,Stockholm,Drottninggatan 70,59.31619,18.15996,False,2025-06-13,SEK,m²,92906.0
676,lägenhet,köpa,8509655,11003,6,156,54549,Majorna,Göteborg,Hornsgatan 114,57.69097,11.93023,True,2025-06-05,SEK,m²,54549.0
677,lägenhet,köpa,8584762,4027,3,84,102199,Vasastan,Stockholm,Parkvägen 6,59.33529,18.05895,True,2025-12-11,SEK,m²,102200.0
678,hus,köpa,4991041,2801,4,112,44562,Centrum,Göteborg,Kungsgatan 74,57.71174,11.98411,True,2025-10-31,SEK,m²,44563.0
679,hus,köpa,2765149,4035,3,84,32918,Limhamn,Malmö,Bergsgatan 119,55.57782,12.93838,True,2025-09-28,SEK,m²,32918.0
680,hus,köpa,1793398,1557,2,50,35867,Limhamn,Malmö,Drottninggatan 41,55.5934,12.92238,True,2025-12-27,SEK,m²,35868.0
681,lägenhet,köpa,2827308,3419,2,46,61463,Centrum,Göteborg,Kyrkogatan 119,57.70483,11.96751,True,2025-08-23,SEK,m²,61463.0
682,lägenhet,hyra,15382,0,4,108,0,Hisingen,Göteborg,Drottninggatan 84,57.73377,11.89302,False,2025-11-04,SEK,m²,142.0
683,lägenhet,köpa,5365984,6659,6,150,35773,Västra Hamnen,Malmö,Kyrkogatan 68,55.60886,12.97028,True,2025-09-02,SEK,m²,35773.0
684,lägenhet,köpa,5503687,5911,4,80,68796,Centrum,Göteborg,Lindvägen 22,57.71776,11.9727,True,2025-06-10,SEK,m²,68796.0
685,lägenhet,köpa,6870841,5697,5,125,54966,Hisingen,Göteborg,Skolvägen 98,57.731,11.89542,True,2025-07-27,SEK,m²,54967.0
686,lägenhet,köpa,2576833,1747,1,24,107368,Farsta,Stockholm,Sveavägen 97,59.24642,18.09241,False,2026-01-23,SEK,m²,107368.0
687,lägenhet,hyra,27674,0,6,156,0,Linnéstaden,Göteborg,Bergsgatan 2,57.70074,11.9441,True,2025-11-01,SEK,m²,177.0
688,hus,köpa,4996616,3003,5,105,47586,Linnéstaden,Göteborg,Björkgatan 25,57.69966,11.95402,False,2025-11-15,SEK,m²,47587.0
689,hus,köpa,4171292,3778,2,38,109770,Vasastan,Stockholm,Hornsgatan 17,59.33869,18.05051,False,2026-01-03,SEK,m²,109771.0
690,lägenhet,köpa,3971919,3587,2,46,86346,Södermalm,Stockholm,Drottninggatan 2,59.30906,18.06895,True,2025-08-26,SEK,m²,86346.0
691,hus,köpa,7029084,2343,6,150,46860,Limhamn,Malmö,Lindvägen 12,55.5879,12.92547,False,2026-01-12,SEK,m²,46861.0
692,lägenhet,köpa,3616115,5883,4,96,37667,Limhamn,Malmö,Kungsgatan 106,55.57778,12.9226,True,2025-06-03,SEK,m²,37668.0
693,lägenhet,köpa,3182713,4607,3,75,42436,Västra Hamnen,Malmö,Björkgatan 17,55.61641,12.98557,True,2025-09-25,SEK,m²,42436.0
694,lägenhet,köpa,12052620,6266,5,125,96420,Farsta,Stockholm,Björkgatan 57,59.23716,18.09846,True,2025-10-01,SEK,m²,96421.0
695,hus,köpa,5416882,2626,5,110,49244,Limhamn,Malmö,Skolvägen 53,55.58053,12.92542,True,2026-04-08,SEK,m²,49244.0
696,lägenhet,hyra,13550,0,4,104,0,Hyllie,Malmö,Kungsgatan 96,55.55586,12.97766,True,2025-07-18,SEK,m²,130.0
697,lägenhet,köpa,3059637,3077,3,57,53677,Majorna,Göteborg,Lindvägen 61,57.69644,11.93715,False,2025-05-27,SEK,m²,53678.0
698,hus,köpa,17677642,3232,6,138,128098,Bromma,Stockholm,Skolvägen 13,59.34409,17.94072,True,2025-07-27,SEK,m²,128099.0
699,hus,köpa,2855542,3873,2,36,79320,Nacka,Stockholm,Strandvägen 11,59.32046,18.15598,True,2026-03-10,SEK,m²,79321.0
700,hus,köpa,4122680,4387,3,75,54969,Majorna,Göteborg,Hornsgatan 93,57.70214,11.93167,False,2026-02-18,SEK,m²,54969.0
701,hus,köpa,2558343,3551,3,78,32799,Västra Hamnen,Malmö,Bergsgatan 100,55.60727,12.98336,True,2026-01-10,SEK,m²,32799.0
702,lägenhet,köpa,3421123,1212,1,26,131581,Södermalm,Stockholm,Kungsgatan 92,59.31949,18.06676,True,2025-07-10,SEK,m²,131582.0
703,lägenhet,köpa,3660732,4937,4,80,45759,Västra Hamnen,Malmö,Strandvägen 33,55.61356,12.978,True,2025-05-17,SEK,m²,45759.0
704,hus,köpa,6615349,1514,6,150,44102,Rosengård,Malmö,Kungsgatan 39,55.58363,13.03096,False,2025-12-22,SEK,m²,44102.0
705,lägenhet,köpa,2446261,3664,2,56,43683,Rosengård,Malmö,Kungsgatan 23,55.59376,13.02631,False,2025-04-29,SEK,m²,43683.0
706,lägenhet,hyra,5047,0,2,40,0,Rosengård,Malmö,Parkvägen 98,55.58943,13.03509,True,2025-10-24,SEK,m²,126.0
707,hus,köpa,8887378,2535,4,76,116939,Nacka,Stockholm,Lindvägen 24,59.31296,18.17166,True,2025-04-10,SEK,m²,116939.0
708,lägenhet,köpa,1663664,1616,1,24,69319,Majorna,Göteborg,Parkvägen 26,57.69485,11.92907,True,2025-08-20,SEK,m²,69319.0
709,hus,köpa,4886513,4067,2,40,122162,Vasastan,Stockholm,Skolvägen 106,59.3363,18.04068,False,2025-10-10,SEK,m²,122163.0
710,lägenhet,köpa,12078640,10458,6,144,83879,Hägersten,Stockholm,Skolvägen 106,59.31019,18.0102,True,2026-04-09,SEK,m²,83879.0
711,hus,köpa,1534204,4481,1,25,61368,Hisingen,Göteborg,Hornsgatan 34,57.73771,11.89385,False,2025-12-27,SEK,m²,61368.0
712,hus,köpa,2047049,4328,1,21,97478,Lidingö,Stockholm,Strandvägen 97,59.36694,18.15229,True,2026-02-05,SEK,m²,97479.0
713,hus,köpa,928252,4234,1,24,38677,Västra Hamnen,Malmö,Björkgatan 9,55.61892,12.96681,True,2025-11-03,SEK,m²,38677.0
714,hus,köpa,7589033,1591,3,60,126483,Nacka,Stockholm,Strandvägen 61,59.30253,18.16016,True,2026-01-12,SEK,m²,126484.0
715,hus,köpa,10143178,1602,5,140,72451,Hisingen,Göteborg,Kyrkogatan 22,57.72399,11.90253,True,2026-01-07,SEK,m²,72451.0
716,lägenhet,hyra,11781,0,4,72,0,Rosengård,Malmö,Björkgatan 25,55.58753,13.02573,True,2026-03-08,SEK,m²,164.0
717,hus,köpa,1713624,3646,2,38,45095,Hisingen,Göteborg,Sveavägen 64,57.72708,11.89784,True,2025-04-27,SEK,m²,45095.0
718,lägenhet,köpa,11186777,6073,5,95,117755,Nacka,Stockholm,Kyrkogatan 71,59.31615,18.16166,True,2025-06-09,SEK,m²,117756.0
719,lägenhet,hyra,28140,0,6,162,0,Linnéstaden,Göteborg,Drottninggatan 45,57.70425,11.94647,True,2025-06-22,SEK,m²,174.0
720,lägenhet,köpa,1416095,1597,1,28,50574,Västra Hamnen,Malmö,Skolvägen 97,55.61479,12.96964,False,2025-05-07,SEK,m²,50575.0
721,hus,köpa,2076505,3721,2,46,45141,Hyllie,Malmö,Skolvägen 4,55.56363,12.97737,True,2025-06-20,SEK,m²,45141.0
722,lägenhet,hyra,3364,0,1,22,0,Rosengård,Malmö,Skolvägen 106,55.59004,13.03512,True,2025-04-25,SEK,m²,153.0
723,lägenhet,köpa,2485766,3076,3,69,36025,Limhamn,Malmö,Kyrkogatan 1,55.57891,12.93748,True,2025-07-20,SEK,m²,36026.0
724,hus,köpa,12758638,2337,5,110,115987,Nacka,Stockholm,Storgatan 103,59.31428,18.16129,True,2025-10-15,SEK,m²,115988.0
725,lägenhet,köpa,5026732,3768,3,57,88188,Nacka,Stockholm,Strandvägen 53,59.31887,18.1557,True,2026-04-08,SEK,m²,88188.0
726,hus,köpa,2068480,3012,2,42,49249,Linnéstaden,Göteborg,Drottninggatan 11,57.69272,11.95951,True,2025-12-10,SEK,m²,49250.0
727,lägenhet,hyra,13691,0,4,112,0,Centrum,Göteborg,Parkvägen 10,57.70766,11.98412,True,2025-12-03,SEK,m²,122.0
728,hus,köpa,2213946,2527,2,44,50316,Centrum,Göteborg,Sveavägen 63,57.71393,11.96546,True,2025-04-11,SEK,m²,50317.0
729,hus,köpa,1939029,4143,2,50,38780,Västra Hamnen,Malmö,Björkgatan 34,55.60588,12.97405,True,2026-03-13,SEK,m²,38781.0
730,lägenhet,köpa,2685460,3767,4,80,33568,Hyllie,Malmö,Hornsgatan 39,55.57184,12.97104,True,2025-04-18,SEK,m²,33568.0
731,hus,köpa,689686,4223,1,21,32842,Hyllie,Malmö,Sveavägen 12,55.56103,12.96621,True,2025-09-13,SEK,m²,32842.0
